Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Very_weak,Lokus,Box_general_from_comments,General_Kg_fromcomments
509,,,,,1991,4,23,Zion,,42/3,,,צפון,FALSE,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
510,,,,,1991,4,23,Zion,,,,,דרום,FALSE,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
511,00,00,,,1991,4,23,Zion,,42/4,,,פלמחים,FALSE,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
512,,,,,1991,4,24,Zion,Jaffa,,,,,FALSE,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
513,,,,,1991,4,24,Zion,Jaffa,40/44,,,,FALSE,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,13 ארגזים,FALSE,,13,
514,,,,,1991,4,24,Zion,,80,,לילה,,FALSE,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
515,3,00,8,00,1991,4,25,Zion,Tel Aviv,42,,עד 8' קשר,,FALSE,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
516,9,00,13,30,1991,4,25,Zion,,42,,,נתניה,FALSE,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
517,14,30,19,30,1991,4,25,Zion,Falick,43/44,,,,FALSE,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
518,,,,,1991,4,25,Zion,,110,,,,FALSE,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,חלש מאד,FALSE,,0,
519,,,,,1991,4,26,Zion,Falick,,,8 ש',,FALSE,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,14 ארגזים,FALSE,,14,
520,,,,,1991,4,26,Zion,,,,רוח צפונית חזקה,בת ים,FALSE,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
521,,,,,1991,4,26,Zion,Ashdod(S),112,,לילה,,FALSE,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
522,,,,,1991,4,27,Zion,Ashdod(S),110/112/114,,,,FALSE,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
523,,,,,1991,4,27,Zion,,,,4 שעות נגד צפונית חזקה,עזה,FALSE,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
524,,,,,1991,4,28,Zion,,82,,,עזה,FALSE,524,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,FALSE,,FALSE,,,
525,11,30,,,1991,4,28,Zion,Ashdod(N),82,,,,FALSE,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
526,,,23,30,1991,4,28,Zion,Tel Aviv,50,,לילה,,FALSE,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
527,01,00,5,30,1991,4,28,Zion,Ashdod(S),82,,,,FALSE,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
528,6,00,10,00,1991,4,29,Zion,,,,,,FALSE,528,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,FALSE,,FALSE,,,
529,,,,,1991,4,29,Zion,Ashdod(N),,,"2.8
רוח חזקה",,FALSE,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,FALSE,,,
530,20,30,00,00,1991,4,29,Zion,,16,,,,FALSE,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 Kg,FALSE,,,6 Kg
531,00,30,04,00,1991,4,29,Zion,,,,רשת קרועה,,FALSE,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,FALSE,,,
532,6,00,9,00,1991,4,30,Sharot,Ashdod(N),,,"1.5 מיל
שווה
1700",,FALSE,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
533,09,30,12,00,1991,4,30,Sharot,,,,"2.5
שווה
1700",בת ים,FALSE,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
534,12,30,16,30,1991,4,30,Sharot,Ashdod(N),,,"1760
1 בוש למעלה",,FALSE,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
535,,,,,1991,5,01,Sharot,Ashdod(N),84,,ים קשה,,FALSE,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,9 ארגזים,FALSE,,9,
536,10,15,16,15,1991,5,2,Sharot,,110,,"1720
2.8",ניצנים,FALSE,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
537,18,00,00,00,1991,5,2,Sharot,,84,,"12 סימנים
1750
2.9",בת ים,FALSE,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
538,16,30,19,30,1991,5,3,Sharot,,,,"1730
3.2",צינור 2.5 צפונה,FALSE,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
539,21,30,04,30,1991,5,3,Sharot,Jaffa,84,,,,FALSE,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
540,6,30,9,30,1991,5,4,Sharot,Jaffa,,,"1.8-2.5
B",,FALSE,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
541,10,15,13,15,1991,5,4,Sharot,Ashdod(N),,,"2.5
B",,FALSE,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
542,14,00,17,00,1991,5,4,Sharot,,,,B,בת ים,FALSE,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
543,00,00,4,30,1991,5,4,Sharot,Ashdod(S),135,,"1620
2.8
15 סימנים
A",,FALSE,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
544,5,00,10,15,1991,5,5,Sharot,,135,,"15 סימנים
1750
2.8
A",עזה,FALSE,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
545,11,00,,,1991,5,5,Sharot,Ashdod(N),110-120,,"14 סימנים
1710
2.5-2.8
A",,FALSE,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
546,18,45,01,30,1991,5,5,Sharot,,,,,געש,FALSE,546,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
547,6,00,9,00,1991,5,6,Sharot,,,,"2.5
B",בת ים,FALSE,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
548,9,40,13,30,1991,5,6,Sharot,Ashdod(S),,,"2.2 מיל
B",,FALSE,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1 ארגז,FALSE,,1,
549,14,00,,,1991,5,6,Sharot,Ashdod(S),,,"1.4
A",,FALSE,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1 ארגז,FALSE,,1,
550,6,30,9,30,1991,5,7,Levi,,16,,A,בת ים,FALSE,550,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,14 Kg,FALSE,,,14 Kg
551,7,00,11,00,1991,5,7,Levi,,16,,"פלמחים צפונה ועליה ל-2.5
A",פלמחים,FALSE,551,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
552,11,30,16,30,1991,5,7,Levi,,16,,,געש,FALSE,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
553,17,00,01,00,1991,5,7,Levi,Jaffa,16,,"2.8
A",,FALSE,553,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 Kg,FALSE,,,12 Kg
554,01,30,8,00,1991,5,7,Levi,Ashdod(N),16-17,,A,,FALSE,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"8 ארגזים
12 Kg",FALSE,,8,12 Kg
555,8,30,13,00,1991,5,8,Levi,Jaffa,,,"2.5
A",,FALSE,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
556,14,00,18,30,1991,5,8,Levi,,"16,18",,A,,FALSE,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,14 ארגזים,FALSE,,14,
557,22,00,01,00,1991,5,8,Levi,,,,"1.5
A",בת ים,FALSE,557,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 Kg,FALSE,,,3 Kg 
558,2,00,8,00,1991,5,9,Levi,,,,"15 מיל
A",בת ים,FALSE,558,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,FALSE,14 ארגזים,FALSE,,14,
559,9,30,13,30,1991,5,9,Levi,Ashdod(S),22,,A,,FALSE,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
560,14,00,18,00,1991,5,9,Levi,Ashdod(S),22,,B,,FALSE,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1 ארגז,FALSE,,1,
561,19,00,02,00,1991,5,9,,Ashdod(N),16,,,,FALSE,561,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 Kg,FALSE,,,10 Kg
562,3,00,9,00,1991,5,10,Levi,Ashdod(N),16,,A,,FALSE,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"5 Kg
7 ארגזים",FALSE,,7,5 Kg
563,9,30,14,00,1991,5,10,Levi,Ashdod(N),16-18,,A,,FALSE,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 ארגזים,FALSE,,12,
564,14,45,19,00,1991,5,10,Levi,,,,"2.6
A",בת ים,FALSE,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"10 ארגזים
המון סרטנים",FALSE,,10,
565,19,30,06,00,1991,5,10,Levi,Ashdod(N),16,,A,,FALSE,565,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,15 Kg,FALSE,,,15 Kg
566,7,00,10,00,1991,5,11,Levi,,16-18,,A,בת ים,FALSE,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
567,11,00,15,30,1991,5,11,Levi,,,,"1.4
A",אשקלון,FALSE,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
568,20,30,,,1991,5,11,Levi,Ashdod(N),16,,,,FALSE,568,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,18 Kg,FALSE,,,18 Kg
569,15,30,20,30,1991,5,12,Levi,Ashdod(S),19,,3',,FALSE,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,1,4,
570,21,30,7,00,1991,5,12,Levi,Ashdod(N),16-18,,,,FALSE,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"4 ארגזים
8 Kg",FALSE,,4,8 Kg
571,8,00,12,00,1991,5,13,Levi,Ashdod(S),,,3 מיל,,FALSE,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,חלש מאד,FALSE,,0,
572,,,,,1991,5,20,Zion,Ashdod(S),112,,,,FALSE,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 S+,FALSE,10 ארגזים,FALSE,,10,
573,,,,,1991,5,20,Zion,,120,,לילה,,FALSE,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
574,,,,,1991,5,20,Zion,Ashdod(S),102,,,,FALSE,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
575,,,,,1991,5,21,Zion,Katza,,,2.2,,FALSE,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
576,6,45,10,00,1991,5,22,Sharot,Ashdod(S),,,2.2,,FALSE,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
577,6,45,10,30,1991,5,23,Sharot,Ashdod(S),20,,"2.2
4 סימנים
1750
A",,FALSE,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,9 ארגזים,FALSE,,9,
578,11,15,14,45,1991,5,23,Sharot,Katza,20-21,,"5 סימנים
1750
A",,FALSE,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
579,15,30,19,15,1991,5,23,Sharot,,19-20,,"1700
5 סימנים
A",ואדי עזה,FALSE,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
580,20,15,05,00,1991,5,23,Sharot,,12,,"4 סימנים
1700",אשקלון,FALSE,580,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,16 Kg,FALSE,,,16 Kg
581,6,15,10,15,1991,5,24,Sharot,Ashdod(S),20,,"3.8 מיל מהחוף
1750
4 סימנים
שווה
A",,FALSE,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
582,10,45,13,45,1991,5,24,Sharot,,19,,"ירידה ל2.2 מיל עד אשדוד
1700
4 סימנים",אשקלון,FALSE,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
583,14,15,18,15,1991,5,24,Sharot,Ashdod(S),,,"2.2
1750
4 סימנים",,FALSE,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
584,19,45,04,00,1991,5,24,Sharot,Ashdod(N),,,"1.5
1700
שווה",,FALSE,584,,,,,,,,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 בורי,FALSE,,8,
585,6,00,8,45,1991,5,25,Sharot,,,,"1.5 מיל
1750
4 סימנים
שווה
A",בת ים,FALSE,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
586,10,00,14,00,1991,5,25,Sharot,Ashdod(S),,,"1.4 מיל
1700
שווה",,FALSE,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
587,14,30,18,00,1991,5,25,Sharot,Ashdod(S),,,"1.4
1750",,FALSE,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
588,22,00,4,30,1991,5,25,Sharot,Ashdod(N),,,1.5 מיל,,FALSE,588,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
589,5,45,9,15,1991,5,26,Sharot,Ashdod(S),,,"2.2
1750
A",,FALSE,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
590,10,30,14,30,1991,5,26,Sharot,Ashdod(S),27,,"1750
6 סימנים
A",,FALSE,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
591,15,00,18,30,1991,5,26,Sharot,Katza,19,,"4 מיל
וירידה למטה ל1.4
B",,FALSE,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
592,19,45,23,00,1991,5,26,Sharot,Ashdod(N),,,"1.5 מיל
1700
שווה",,FALSE,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
593,00,15,5,30,1991,5,26,Sharot,,8,,"אחרי המעבר עליה ל13 פ'
1720
4 סימנים
שווה
A",הילטון,FALSE,593,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,15 ארגזים,FALSE,,15,
594,6,40,11,40,1991,5,27,Sharot,,,,"4 מיל
3.8 מיל
1700
5 סימנים
A",נתניה,FALSE,594,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"6 ארגזים
רק חול",FALSE,,,
595,12,30,18,00,1991,5,27,Sharot,,,,"עד 10  מיל מאשדוד
1750
4 סימנים
סיבוב חזרה צפונה 1700 
וירידה במדרגות עד הבנק
A",רידינג,FALSE,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,FALSE,10 ארגזים,FALSE,,10,
596,19,00,23,30,1991,5,27,Sharot,,8-9,,"1700
שווה
A",רידינג,FALSE,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"17 ארגזים
8 Kg",FALSE,,17,8 Kg
597,00,15,6,00,1991,5,27,Sharot,,10,,"1700
4 סימנים
שווה
A",נתניה,FALSE,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"5 ארגזים
8 Kg",FALSE,,5,8 Kg
598,10,30,17,00,1991,5,28,Sharot,Ashdod(N),16,,,,FALSE,598,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 Kg,FALSE,,,10 Kg
599,5,30,10,00,1991,5,29,Levi,,,,"3.5 מהכור צפונה עד רידינג עליה ל4.5 וירידה חזרה
A",רידינג,FALSE,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,11 ארגזים,FALSE,,11,
600,10,30,14,30,1991,5,29,Levi,,,,A,רידינג,FALSE,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 ארגזים,FALSE,,12,
601,15,00,18,30,1991,5,29,Levi,,,,,חזה(?) על הרשת,FALSE,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,9 ארגזים,FALSE,,9,
602,20,30,04,30,1991,5,29,Levi,,40,,,הרצליה,FALSE,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,חלש מאד,FALSE,,0,
603,7,00,11,00,1991,5,30,Levi,,,,A,פלמחים צפונה ומדרגות,FALSE,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
604,11,30,15,30,1991,5,30,Levi,,,,A,חזרה על הרשת,FALSE,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
605,16,30,20,30,1991,5,30,Levi,,,,"2.75
A
מול הרצליה ירידה לבנק",הרצליה,FALSE,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,FALSE,7 ארגזים,FALSE,,7,
606,22,30,07,00,1991,5,30,Levi,Ashdod(N),,,"1.5 מיל
A",,FALSE,606,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,15 Kg,FALSE,,,15 Kg
607,07,00,10,30,1991,5,31,Levi,,16-20,,A,בת ים,FALSE,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"6 ארגזים
הרבה סרטנים ורופוס זעיר שנזרק לים",FALSE,,6,
608,11,00,15,00,1991,5,31,Levi,,18,,"3.5 מיל
A",רידינג,FALSE,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
609,16,30,19,30,1991,5,31,Levi,,,,"3.5 מיל
A",רידינג,FALSE,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,9 ארגזים,FALSE,,9,
610,20,30,06,00,1991,5,31,Levi,Ashdod(N),,,1.4-1.7 מיל,,FALSE,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 Kg,FALSE,,,12 Kg
611,7,00,10,00,1991,6,1,Levi,,,,"2.5 
בת ים צפונה מדרגות ועליה ל-3.5
A",בת ים,FALSE,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
612,10,30,14,30,1991,6,1,Levi,,,,"2.8
A",הרצליה,FALSE,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
613,15,00,17,00,1991,6,1,Levi,,,,3.5-4.5,פלמחים,FALSE,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
614,22,00,5,30,1991,6,1,Levi,Ashdod(N),,,"1.6 מיל
A",,FALSE,614,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,20 Kg,FALSE,,,20 Kg
615,6,30,11,00,1991,6,2,Levi,,,,"3.5
ירידה במדרגות לבנק
A",פלמחים,FALSE,615,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
616,11,30,15,30,1991,6,2,Levi,,,,"עליה ל-3.5 מיל ודרומה
A",מהבנק עליה מול סבני(?),FALSE,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
617,16,00,19,30,1991,6,2,Levi,Jaffa,,,"3.5
A",,FALSE,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
618,20,30,06,00,1991,6,2,Levi,Ashdod(N),16-17,,A,,FALSE,618,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,15 Kg,FALSE,,,15 Kg
619,7,00,10,30,1991,6,3,Levi,,21-22,,A,פלמחים,FALSE,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
620,11,00,15,00,1991,6,3,Levi,Ashdod(S),,,"2.2
A",,FALSE,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
621,16,00,19,30,1991,6,3,Levi,Ashdod(N),,,3.5,,FALSE,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
622,21,00,6,00,1991,6,3,Levi,Ashdod(N),16,,,,FALSE,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,13 Kg,FALSE,,,13 Kg
623,7,00,10,00,1991,6,4,Levi,Ashdod(N),,,"2.75
1700 טורים
3.2 הזרם
B",,FALSE,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
624,10,30,14,00,1991,6,4,Levi,,,,1700 טורים,על המדרגות סיבובים,FALSE,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגז,FALSE,,2,
625,15,00,17,30,1991,6,4,Levi,,,,"4'
1650
B",פלמחים,FALSE,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגז,FALSE,,4,
626,22,00,04,30,1991,6,4,Zion,Ashdod(N),17,,,,FALSE,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 Kg,FALSE,,,12 Kg
627,,,,,1991,6,5,Zion,Ashdod(N),,,"3.5-4
1700
B",,FALSE,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
628,21,00,5,30,1991,6,5,Zion,,,,"1.6
1690
A",בת ים,FALSE,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,15 Kg,FALSE,,,15 Kg
629,,,,,1991,6,6,Zion,,,,"3.2
1680
B",פלמחים,FALSE,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
630,,,,,1991,6,6,Zion,,27,,3.6,תל ברוך,FALSE,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
631,,,,,1991,6,6,Zion,,,,"2.5 וירידה ל1.6
1700
B",ראשון,FALSE,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,רופוס וסרטנים,FALSE,,,
632,,,,,1991,6,6,Zion,Ashdod(N),,,"1.6
1700
שווה
A",,FALSE,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"11 Kg
וקצת דגים",FALSE,,,11 Kg
633,02,45,7,30,1991,6,7,Zion,Ashdod(N),,,1.6,,FALSE,633,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,FALSE,6 Kg,FALSE,,,6 Kg
634,8,15,,,1991,6,7,Zion,Ashdod(N),,,"1.6
1680
B",,FALSE,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,FALSE,,,
635,,,,,1991,6,7,Zion,Ashdod(N),,,"לילה
1.6",,FALSE,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12 Kg,FALSE,,,12 Kg
636,,,,,1991,6,8,Zion,,17-18,,,בת ים,FALSE,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,FALSE,,,
637,,,,,1991,6,10,Zion,Ashdod(N),,,"לילה
1.4-1.6",,FALSE,637,,,,,,,,3,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
