Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Night_drag_comments,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Shark,Bori
441,22,00,06,00,1995,04,27,Sharot,Ashdod N,,,,FALSE,,FALSE,,FALSE,,441,,,,,,,,,42 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
442,08,00,12,00,1995,04,28,Sharot,Bat yam S,180,,,FALSE,,FALSE,,FALSE,,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
443,14,00,18,30,1995,04,28,Sharot,Ashdod S,27,,,FALSE,,FALSE,,FALSE,,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
444,19,30,23,00,1995,04,28,Levi,Ashkelon N,,1.4,,FALSE,,FALSE,,FALSE,,444,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
445,00,00,06,00,1995,04,28,Sharot,Ashdod N,,1.6,,FALSE,,FALSE,,FALSE,,445,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
446,08,00,12,15,1995,04,29,Sharot,Bat yam S,180,,,FALSE,,FALSE,,FALSE,,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
447,13,30,18,00,1995,04,29,Sharot,Ashdod N,120,,,FALSE,,FALSE,,FALSE,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
448,20,30,06,30,1995,04,29,Sharot,Bat yam S,,1.6,,FALSE,,FALSE,,FALSE,,448,,,,,,,,,55 Kg,,,,,,,1 M+,3,,,,,,,,,,,,,,,1,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
449,07,30,10,30,1995,04,30,Sharot,,,1.85,,FALSE,,FALSE,,FALSE,,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
450,11,00,16,00,1995,04,30,Sharot,,,1.6,,FALSE,,FALSE,,FALSE,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
451,20,00,04,00,1995,04,30,Sharot,Ashdod N,,,,FALSE,,FALSE,,FALSE,,451,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
452,06,00,12,00,1995,05,01,Sharot,Jaffa N,140,,,FALSE,,FALSE,,FALSE,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
453,13,00,,,1995,05,01,Sharot,Natanya S,135,,,FALSE,,FALSE,,FALSE,,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
454,19,30,06,00,1995,05,01,Sharot,Ashdod N,,,,FALSE,,FALSE,,FALSE,,454,,,,,,,,,60 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
455,07,30,12,15,1995,05,02,Sharot,Bat yam S,,,,FALSE,,FALSE,,FALSE,,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
456,13,15,18,00,1995,05,02,Sharot,Ashdod N,210,,,FALSE,,FALSE,,FALSE,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
457,01,00,06,00,1995,05,05,Levi,Ashdod N,10,,,FALSE,,FALSE,,FALSE,,457,,,,,,,,,32 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
458,07,15,10,30,1995,05,05,Levi,Ashdod N,,2.75,,FALSE,,FALSE,,FALSE,,458,,,,,,,,,,,1,1,,,,,,,,,,,4,4,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
459,11,30,15,00,1995,05,05,Levi,Ashdod N,,2,,FALSE,,FALSE,,FALSE,,459,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1,,,2 B+,,,,,FALSE,,,,,,,,,,,
460,15,30,19,00,1995,05,05,Levi,Jaffa N,,3.2,,FALSE,,FALSE,,FALSE,,460,,,,,,,,,,,,2,,,,3 S+,,,,,,,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
461,20,00,06,00,1995,05,05,Levi,Ashdod N,,,,FALSE,,FALSE,,FALSE,,461,,,,,,,,,60 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
462,07,00,11,00,1995,05,06,Levi,Kor N,,2.75,,FALSE,,FALSE,,FALSE,,462,,,,,,,,,,,,1,,,,6 B+4 S+,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,2,,,,,,,,FALSE,,,,,,,,,,,
463,11,30,16,00,1995,05,06,Levi,Kor N,,2.75,,FALSE,,FALSE,,FALSE,,463,,,,,,,,,,,,3,1 Ind,,,4 B+,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
464,16,30,18,30,1995,05,06,Levi,Ashdod N,,2.8,,FALSE,,FALSE,,FALSE,,464,,,,,,,,,,,,,,,,,,,1 M+,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
465,20,40,06,00,1995,05,06,Levi,Ashdod N,,,,FALSE,,FALSE,,FALSE,,465,,,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
466,06,30,08,30,1995,05,07,Levi,Palmachim N,20,,,FALSE,,FALSE,,FALSE,,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
467,10,00,14,00,1995,05,07,Levi,Bat yam N,,2.5,,FALSE,,FALSE,,FALSE,,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
468,14,30,18,30,1995,05,07,Levi,Bat yam S,,2.3,,FALSE,,FALSE,,FALSE,,468,,,,,,,,,,,,2,,,,,,,,,,,0.5,0.5,,,,,1,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
469,22,00,06,00,1995,05,07,Levi,Ashdod S,7.5,,,FALSE,,FALSE,,FALSE,,469,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
470,06,30,10,20,1995,05,08,Levi,Ashdod S,,,,FALSE,,FALSE,,FALSE,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
471,11,30,13,00,1995,05,08,Levi,Ashdod N,,2,,FALSE,,FALSE,,FALSE,,471,,,,,,,,,,,,,,,,2 B+1 S+,,,,,,,,,,,,,1,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
472,13,30,16,00,1995,05,08,Levi,Ashdod N,,2,,FALSE,,FALSE,,FALSE,,472,,,,,,,,,,,,,,,,,,,1 M+,,,,1,,,,,,1,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
473,20,00,06,00,1995,05,08,Levi,Ashdod N,15,,,FALSE,,FALSE,,FALSE,,473,,,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
474,06,30,10,00,1995,05,09,Levi,Bat yam S,18,,,FALSE,,FALSE,,FALSE,,474,,,,,,,,,,,,3,,,,,,,2 M+,,,,,,,,,,2.5 B+1 S+0.5 M+,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
475,10,30,13,30,1995,05,09,Levi,Ashdod N,18,,,FALSE,,FALSE,,FALSE,,475,,,,,,,,,,,,2,,,,,,,3 M+,,,,,,,,,,3,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
476,14,00,17,00,1995,05,09,Levi,Ashdod N,18,,,FALSE,,FALSE,,FALSE,,476,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,FALSE,,1,,,1,,,,,FALSE,,,,,,,,,,,
477,17,30,19,00,1995,05,09,Levi,Ashdod N,17,,,FALSE,,FALSE,,FALSE,,477,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
478,21,00,05,00,1995,05,09,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,478,,,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
479,05,30,08,30,1995,05,10,Levi,Ashdod N,18,,,FALSE,,FALSE,,FALSE,,479,,,,,,,,,,,,2.5,,,,1 B+,,,1,,,,,,,,,,1.5,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
480,09,00,12,30,1995,05,10,Levi,Bat yam N,18,,,FALSE,,FALSE,,FALSE,,480,,,,,,,,,,,,2,,,,4,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
481,13,00,16,30,1995,05,10,Levi,Jaffa N,,2.5,,FALSE,,FALSE,,FALSE,,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,
482,19,00,00,00,1995,05,10,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,482,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
483,00,30,05,00,1995,05,11,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,483,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
484,20,00,06,00,1995,05,11,Sharot,Ashdod N,,1.6,,FALSE,,FALSE,,FALSE,,484,,,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
485,07,00,09,00,1995,05,12,Sharot,Bat yam S,,1.85,,FALSE,,FALSE,,FALSE,,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
486,13,30,17,00,1995,05,12,Sharot,Ashdod N,,1.85,,FALSE,,FALSE,,FALSE,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
487,18,30,00,30,1995,05,12,Levi,Bat yam S,,1.6,,FALSE,,FALSE,,FALSE,,487,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
488,01,00,06,00,1995,05,13,Sharot,Bat yam S,,1.6,,FALSE,,FALSE,,FALSE,,488,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
489,06,30,10,30,1995,05,13,Sharot,Ashdod N,,2.6,,FALSE,,FALSE,,FALSE,,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
490,11,30,13,30,1995,05,13,Sharot,Bat yam S,,1.85,,FALSE,,FALSE,,FALSE,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
491,15,00,18,30,1995,05,13,Sharot,Ashdod N,,3.8,,FALSE,,FALSE,,FALSE,,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
492,19,30,06,00,1995,05,13,Sharot,Ashdod N,,1.6,,FALSE,,FALSE,,FALSE,,492,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
493,15,30,17,15,1995,05,14,Sharot,Ashdod N,180,,,FALSE,,FALSE,,FALSE,,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
494,22,00,05,30,1995,05,14,Sharot,Ashdod N,,1.6,,FALSE,,FALSE,,FALSE,,494,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
495,06,30,11,30,1995,05,15,Sharot,Jaffa N,,3.8,,FALSE,,FALSE,,FALSE,,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
496,12,30,16,30,1995,05,15,Sharot,Falick S,,,,FALSE,,FALSE,,FALSE,,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,
497,,,,,1995,05,15,Sharot,Ashdod S,7,,night,TRUE,,FALSE,,FALSE,,497,,,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
498,09,30,14,30,1995,05,16,Sharot,mistach,220,,,FALSE,,FALSE,,FALSE,,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
499,15,30,20,30,1995,05,16,Sharot,mistach,220,,,FALSE,,FALSE,,FALSE,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
500,22,00,05,30,1995,05,16,Sharot,Gazza N,110,,,FALSE,,FALSE,,FALSE,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,2,,,FALSE,,,,,,,,,,,
501,06,30,12,00,1995,05,17,Sharot,hasi S,110,,,FALSE,,FALSE,,FALSE,,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
502,13,00,,,1995,05,17,Sharot,hasi S,100,,,FALSE,,FALSE,,FALSE,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
503,,,,,1995,05,17,Sharot,Ashdod S,,,night,TRUE,,FALSE,,FALSE,,503,,,,,,,,,45 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
504,06,30,10,45,1995,05,18,Sharot,Ashdod N,,1.85,,FALSE,,FALSE,,FALSE,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
505,20,30,05,30,1995,05,18,Levi,Ashdod N,,,,FALSE,,FALSE,,FALSE,,505,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
506,06,30,10,30,1995,05,19,Levi,Bat yam S,,2,,FALSE,,FALSE,,FALSE,,506,,,,,,,,,,,,3,,,,10 B+1 B+,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
507,11,00,15,30,1995,05,19,Levi,Ashdod N,,2,,FALSE,,FALSE,,FALSE,,507,,,,,,,,,,,,3,,,,6 B+,,,,,,,,,,,,,1,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
508,16,00,19,30,1995,05,19,Levi,Jaffa S,,2,,FALSE,,FALSE,,FALSE,,508,,,,,,,,,,,,5,,,,1 B+1 S+,,,,,,,,,,,,,1.5,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
509,00,30,05,30,1995,05,19,Levi,Ashdod N,10,,,FALSE,,FALSE,,FALSE,,509,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
510,07,00,10,30,1995,05,20,Levi,Ashdod N,18,,,FALSE,,FALSE,,FALSE,,510,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
511,11,00,15,00,1995,05,20,Levi,Ashdod N,,1.9,,FALSE,,FALSE,,FALSE,,511,,,,,,,,,,,,6,,,,5 B+,,,1 S+1 M+,,,,,,,,,,2,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
512,15,30,18,00,1995,05,20,Levi,Ashdod N,,1.9,,FALSE,,FALSE,,FALSE,,512,,,,,,,,,,,,4,,,,2 B+1 S+,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
513,22,00,05,30,1995,05,20,Levi,Ashdod N,10,,,FALSE,,FALSE,,FALSE,,513,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
514,06,00,10,30,1995,05,21,Levi,Bat yam S,,2,,FALSE,,FALSE,,FALSE,,514,,,,,,,,,,,,4.5,,,0.5 B+,1 B+,,,2 S+,,,,,,,,,,,,1,0.5,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
515,11,00,14,30,1995,05,21,Levi,Jaffa S,,2.5,,FALSE,,FALSE,,FALSE,,515,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
516,16,00,19,00,1995,05,21,Levi,Jaffa S,,2.5,,FALSE,,FALSE,,FALSE,,516,,,,,,,,,,,,4,,,,2,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
517,21,30,,,1995,05,21,Levi,Ashdod N,1.4,,,FALSE,,FALSE,,FALSE,,517,,,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
518,06,00,10,40,1995,05,22,Levi,Palmachim N,,1.85,,FALSE,,FALSE,,FALSE,,518,,,,,,,,,,,,4,,,,1,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
519,11,10,15,00,1995,05,22,Levi,Ashdod N,,1.8,,FALSE,,FALSE,,FALSE,,519,,,,,,,,,,,,2,,,,6 B+,,,,,,,,,,,,,0.75,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
520,15,30,19,00,1995,05,22,Levi,Ashdod N,,1.8,,FALSE,,FALSE,,FALSE,,520,,,,,,,,,,,,4,,,,3,,,,,,,,,,,,,0.75,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
521,19,45,05,30,1995,05,22,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,521,,,,,,,,,45 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
522,06,15,10,15,1995,05,23,Levi,Ashdod N,,1.8,,FALSE,,FALSE,,FALSE,,522,,,,,,,,,,,,2.5,,,,2 B+,,,,,,,,,,,,,1,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
523,11,00,15,00,1995,05,23,Levi,Riding S,,2,,FALSE,,FALSE,,FALSE,,523,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,1,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
524,15,30,18,30,1995,05,23,Levi,Bat yam S,,1.85,,FALSE,,FALSE,,FALSE,,524,,,,,,,,,,,,4,,,,,,,2 M+,,,,,,,,,,2,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
525,22,00,05,30,1995,05,23,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,525,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
526,06,20,10,30,1995,05,24,Levi,Ashdod N,,1.8,,FALSE,,FALSE,,FALSE,,526,,,,,,,,,,,,3,,,,,,,,,,,,,,,,4 B+,1,,,0.75,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
527,11,00,15,00,1995,05,24,Levi,Jaffa N,,2.75,,FALSE,,FALSE,,FALSE,,527,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,11 B+,1,,,,,,,,FALSE,,2,,,,,,,,FALSE,,,,,,,,,,,
528,21,00,01,00,1995,05,24,Levi,Falick S,13,,,FALSE,,FALSE,,FALSE,,528,,,,,,,,2,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
529,06,30,11,00,1995,05,25,Levi,Bat yam S,,1.8,,FALSE,,FALSE,,FALSE,,529,,,,,,,,,,,,2,,,,11 B+1 S+,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
530,12,00,15,15,1995,05,25,Levi,Jaffa N,,2.75,,FALSE,,FALSE,,FALSE,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
531,,,,,1995,06,04,Sharot,Ashdod N,,,night,TRUE,,FALSE,,FALSE,,531,,,,,,,,,27 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
532,06,00,10,00,1995,06,05,Sharot,Bat yam S,,1.85,,FALSE,,FALSE,,FALSE,,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,12,,,,,FALSE,,,,,,,,,,,
533,10,25,,,1995,06,05,Sharot,Ashdod N,,1.85,,FALSE,,FALSE,,FALSE,,533,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,2,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
534,,,,,1995,06,06,Sharot,Ashdod N,,1.8,,FALSE,,FALSE,,FALSE,,534,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
535,,,,,1995,06,06,Sharot,Ashdod S,,1.4,night,TRUE,,FALSE,,FALSE,,535,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
536,06,15,10,15,1995,06,06,Sharot,Ashdod N,,1.8,,FALSE,,FALSE,,FALSE,,536,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,1,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
537,10,45,15,00,1995,06,06,Sharot,Ashdod N,,1.6,,FALSE,,FALSE,,FALSE,,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
538,16,00,19,30,1995,06,06,Sharot,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,20,,,,,FALSE,,,,,,,,,,,
539,,,,,1995,06,06,Sharot,Ashdod N,,1.5,night,TRUE,,FALSE,,FALSE,,539,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
540,06,00,10,00,1995,06,07,Sharot,Ashdod N,,1.8,,FALSE,,FALSE,,FALSE,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
541,11,30,15,30,1995,06,07,Sharot,Ashdod S,,2.2,,FALSE,,FALSE,,FALSE,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
542,16,00,19,30,1995,06,07,Sharot,Ashdod S,,2.2,,FALSE,,FALSE,,FALSE,,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
543,,,,,1995,06,07,Sharot,Ashdod N,,,night,TRUE,,FALSE,,FALSE,,543,,,,,,,,,17 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
544,06,30,10,30,1995,06,08,Sharot,Ashdod S,,2.2,,FALSE,,FALSE,,FALSE,,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
545,,,,,1995,06,08,Sharot,Ashdod S,,2.2,,FALSE,,FALSE,,FALSE,,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
546,,,,,1995,06,08,Sharot,Ashdod S,,2.2,,FALSE,,FALSE,,FALSE,,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
547,,,,,1995,06,08,Sharot,Ashdod S,,1.4,night,TRUE,,FALSE,,FALSE,,547,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
548,06,30,11,00,1995,06,09,Sharot,Ashdod S,,2.2,,FALSE,,FALSE,,FALSE,,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
549,13,15,16,00,1995,06,09,Sharot,Ashdod S,,2.2,,FALSE,,FALSE,,FALSE,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
