Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Tamnoon,Soltan_Hol,Adom,Shark,Tuna,Deba,Alafuchim,Sardin_round
452,16,00,19,45,2008,06,02,Vadim,Ashdod N,,2.7,,,FALSE,,FALSE,,452,,,,,,,,,,2,,,,,,,,1,,,,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
453,,,,,2008,06,02,Vadim,Ashdod S,,1.8,,,FALSE,,FALSE,Gambari,453,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
454,06,00,09,30,2008,06,03,Vadim,Ashdod N,,2.6,,,FALSE,,FALSE,,454,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
455,10,00,13,30,2008,06,03,Vadim,Ashdod N,,2.6,,,FALSE,,FALSE,,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
456,14,00,17,30,2008,06,03,Vadim,Ashdod N,,3.1,,,FALSE,,FALSE,,456,,,,,,,,,,1,,,,,,,0.5,1,,,,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
457,18,00,20,00,2008,06,03,Vadim,Ashdod N,,3.2,,,FALSE,,FALSE,,457,,,,,,,,,,2,,,,,,,0.75,1,,,,2.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
458,,,,,2008,06,03,Vadim,,,,,,FALSE,,FALSE,Gambari,458,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
459,09,00,12,00,2008,06,04,Levi,Ashdod,,3.5,,,FALSE,,FALSE,,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,חלש,,,,,,,,,FALSE,,,,,,,,
460,13,00,16,00,2008,06,04,Levi,Ashdod,,3.5,,,FALSE,,FALSE,,460,,,,,,,,,,1,,,,,,,,,,,,0.5,,,,,1,,,0.5,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
461,16,30,20,00,2008,06,04,Levi,Ashdod S,,3.7,,,FALSE,,FALSE,,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,
462,21,00,02,00,2008,06,04,Levi,Ashdod S,,1.8,,,FALSE,,FALSE,Gambari,462,,,,,1,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
463,02,30,05,30,2008,06,04,Levi,Ashkelon N,6,1.4,,,FALSE,,FALSE,,463,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,גמברי פחות יפה,,,,,,,,,FALSE,,,,,,,,
464,15,45,17,30,2008,06,05,Levi,Ashdod N,,2.2,,,FALSE,,FALSE,,464,,,,,,,,,,1,,,,,,,,,,,,0.5,,,,,2,,0.5,,,,,,,,FALSE,סולטן חול,1 Ind,,,,,,,,FALSE,,,,,,,,
465,18,15,20,15,2008,06,05,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,465,,,,,,,0.5,,,0.5,0.5,,,,,,,,,,,0.5,,,,,1,,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,
466,,,,,2008,06,05,Levi,Ashdod S,,1.8,,,FALSE,,FALSE,Gambari,466,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,המון צדפות,,,,,,,,,FALSE,,,,,,,,
467,,,,,2008,06,05,Levi,Ashdod S,10,,,,FALSE,,FALSE,Gambari,467,,,,,,,,,5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,הרבה צדפות,,,,,,,,,FALSE,,,,,,,,
468,10,45,13,45,2008,06,06,Levi,Ashdod,,3.1,,,FALSE,,FALSE,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,חלש,,,,,,,,,FALSE,,,,,,,,
469,14,15,17,00,2008,06,06,Levi,Ashkelon,28,3,,,FALSE,,FALSE,,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,חלש,,,,,,,,,FALSE,,,,,,,,
470,18,30,20,00,2008,06,06,Levi,Katza N,11,,,,FALSE,,FALSE,,470,,,,,,,0.5,,,,,,,,1 L+,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
471,21,00,00,30,2008,06,06,Levi,Ashkelon N,,1.8,,,FALSE,,FALSE,Gambari,471,,,,,1,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,המון צדפות,,,,,,,,,FALSE,,,,,,,,
472,01,00,05,30,2008,06,06,Levi,,,1.7,,,FALSE,,FALSE,Gambari,472,,,,,1,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,המון המון צדפות,,,,,,,,,FALSE,,,,,,,,
473,06,00,09,00,2008,06,07,Levi,Hertzlia S,16,,,,FALSE,,FALSE,,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,חלש,,,,,,,,,FALSE,,,,,,,,
474,09,30,12,45,2008,06,07,Levi,Ashdod N,,3.1,,,FALSE,,FALSE,,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,חלש,,,,,,,,,FALSE,,,,,,,,
475,13,15,15,15,2008,06,07,Levi,Ashdod S,20,2,,,FALSE,,FALSE,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
476,17,00,,,2008,06,07,Levi,Ashdod N,20,,,,FALSE,,FALSE,,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
477,09,00,11,30,2008,06,10,Levi,Ashdod N,16,,,,FALSE,,FALSE,,477,,,,,,,,,,,,,,,,,,,1,,,1,,,,,4,,,,,,,,2,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
478,15,00,18,15,2008,06,10,Levi,Ashdod N,16.5,,,,FALSE,,FALSE,,478,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,1,,FALSE,סולטן חול,,,,1,,,,,FALSE,,,,,,,,
479,18,45,20,45,2008,06,10,Levi,Ashdod S,,2,,,FALSE,,FALSE,,479,,,,,,,,,3 Kg,,,,,,,,,1,,,,0.75 M+,,,,,,,,0.25,,,,,,1,FALSE,,,,,1,,,,,FALSE,,,,,,,,
480,21,30,00,30,2008,06,10,Levi,Ashdod S,,1.7,,,FALSE,,FALSE,Gambari,480,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
481,01,00,04,00,2008,06,10,Levi,Ashdod S,,1.8,,,FALSE,,FALSE,,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
482,05,00,19,00,2008,06,11,Vadim,,,,,,FALSE,,FALSE,Gambari,482,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
483,06,00,10,00,2008,06,12,Vadim,Ashdod S,,3.2,,,FALSE,,FALSE,,483,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
484,10,00,14,00,2008,06,12,Vadim,Ashdod S,,3.2,,,FALSE,,FALSE,,484,,,,,,,,,,2,,,,,,,1,1,,,,2.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
485,14,30,18,00,2008,06,12,Vadim,Ashdod S,,3.2,,,FALSE,,FALSE,,485,,,,,,,,,,2,,,,,,2 M+1 L+,,,,,,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
486,18,30,20,00,2008,06,12,Vadim,Ashdod S,,3.2,,,FALSE,,FALSE,,486,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
487,,,,,2008,06,12,Vadim,Ashdod S,,,,,FALSE,,FALSE,Gambari,487,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
488,09,30,13,00,2008,06,13,Vadim,,,,דביד?,,FALSE,,FALSE,,488,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,2,FALSE,"דוד: 11 גמברי, 8.5  רופוס, 1.5 תמנון",,,,,,,,,FALSE,,,,,,,,
489,13,30,17,00,2008,06,13,Vadim,Ashdod S,,3.2,,,FALSE,,FALSE,,489,,,,,,,,,,,,,,,,1 M+,1,0.5,,1,,2,,,,,,,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,
490,17,30,20,00,2008,06,13,Vadim,,,,,,FALSE,,FALSE,,490,,,,,,,,,,,,,,,,,1,,,,,1.5,,,,,,,,,,,,,,2,FALSE,,1,,,,,,,,FALSE,,,,,,,,
491,,,,,2008,06,13,Vadim,Ashdod S,,1.8,,,FALSE,,FALSE,Gambari,491,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
492,10,00,16,00,2008,06,14,Vadim,Ashdod S,,3.9,,,FALSE,,FALSE,,492,,,,,,,,,,,,,,,,1 S+,1,0.5,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
493,10,30,14,30,2008,06,14,Vadim,Ashdod S,,3.9,,,FALSE,,FALSE,,493,,,,,,,,,,2,,,,,,1 S+,,0.5,,,,2,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
494,15,00,19,00,2008,06,14,Vadim,,,,,,FALSE,,FALSE,,494,,,,,,,,,,1,,,,,,2 S+,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
495,,,,,2008,06,14,Vadim,Ashdod S,,1.8,,,FALSE,,FALSE,Gambari,495,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
496,06,00,10,00,2008,06,15,Vadim,Ashdod N,,3.2,,,FALSE,,FALSE,,496,,,,,,,,,,2 M+,,,,,,2 S+,,,,,,1.5,,,,,,,,,,,,,,3,FALSE,,,,,,,,,,FALSE,,,,,,,,
497,10,30,14,30,2008,06,15,Vadim,Ashdod N,,3.2,,,FALSE,,FALSE,,497,,,,,,,,,,,,,,,,,1,,,1,,2,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
498,15,00,19,00,2008,06,15,Vadim,,,,,,FALSE,,FALSE,,498,,,,,,,0.5,,,,,,,,,,1,,,,,1.5,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
499,,,,,2008,06,15,Vadim,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,499,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
500,08,30,12,00,2008,06,16,Vadim,,,,,,FALSE,,FALSE,,500,,,,,,,,,,2 M+,,,,,,1 S+,1,0.5,,,,1.5,,,,,,,,,,,,,,,FALSE,"דוד: 12.5 ג'רביד בינוני, 13 סרדין, 9 גמברי קטן, 9 טלוויזיה, 7.5 מליטה גדול, 8 לבן בינוני, 5 תמנון",1,,,,,,,,FALSE,,,,,,,,
501,12,30,16,00,2008,06,16,Vadim,Ashdod N,,3,,,FALSE,,FALSE,,501,,,,,,,0.5,,,,,,,,,2 S+,1,0.5,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
502,16,30,20,00,2008,06,16,Vadim,,,,,,FALSE,,FALSE,,502,,,,,,,0.5,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,FALSE,,1,,,,,,,,FALSE,,,,,,,,
503,,,,,2008,06,16,Vadim,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,503,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
504,06,00,10,00,2008,06,17,Vadim,Ashdod S,,3.9,,,FALSE,,FALSE,,504,,,,,,,,,,1 S+,,,,,,1.5 S+,,,,,,1.5,,,,,,,,,,,,,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,
505,11,00,15,00,2008,06,17,Vadim,,,,,,FALSE,,FALSE,,505,,,,,,,,,,,,,,,,,1,,,,,1.75,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
506,15,30,19,30,2008,06,17,Vadim,,,,,,FALSE,,FALSE,,506,,,,,,,0.33,,,,,,,,,,1,1,,,,2,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
507,,,,,2008,06,17,Vadim,,,,,,FALSE,,FALSE,Gambari,507,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
508,08,30,12,00,2008,06,18,Vadim,Ashdod N,,3,,,FALSE,,FALSE,,508,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,
509,13,00,17,00,2008,06,18,Vadim,Falick,,2.8,,,FALSE,,FALSE,,509,,,,,,,,,,,,,,,,,1,0.5,,,,2,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
510,17,30,20,00,2008,06,18,Vadim,,,,,מדרגות,FALSE,,FALSE,,510,,,,,,,,,,1,,,,,,1 S+,,1,,,,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
511,,,,,2008,06,18,Vadim,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,511,,,,,,,,,22 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
512,06,00,10,00,2008,06,19,Vadim,Ashdod S,22,3.4,,,FALSE,,FALSE,,512,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,FALSE,,2,,,,,,,,FALSE,,,,,,,,
513,11,00,15,00,2008,06,19,Vadim,Ashdod,,3,,,FALSE,,FALSE,,513,,,,,,,,,,,,,,,,1 S+,0.5,,,,,2,,,,,,,,,,,,,,,FALSE,,2,,,,,,,,FALSE,,,,,,,,
514,16,00,19,30,2008,06,19,Vadim,Ashdod N,,2.6,,,FALSE,,FALSE,,514,,,,,,,,,,1,,,,,,2 S+,,5,,,,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
515,,,,,2008,06,19,Vadim,Ashdod S,,1.6,,,FALSE,,FALSE,Gambari,515,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
516,14,30,18,00,2008,06,25,Vadim,Ashdod,,3,,,FALSE,,FALSE,,516,,,,,,,1,,,1,,,,,,,,2,,,,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
517,18,30,20,00,2008,06,25,Vadim,Ashdod,,,,,FALSE,,FALSE,,517,,,,,,,,,,1,,,,,,,,1,,,,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
518,,,,,2008,06,25,Vadim,Ashdod N,,1.4,,,FALSE,,FALSE,,518,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
519,06,00,10,00,2008,06,26,Vadim,,,,,,FALSE,,FALSE,,519,,,,,,,1,,,,,,,,,,1.5,,,1,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
520,10,30,14,30,2008,06,26,Vadim,Ashdod,,3.4,,,FALSE,,FALSE,,520,,,,,,,,,,1.5,,,,,,,1,,,,,1.5,,,,,2,,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,
521,15,00,19,00,2008,06,26,Vadim,,,,,,FALSE,,FALSE,,521,,,,,,,,,,,,,,,,1 M+,1,1,,,,1.5,,,,,2,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
522,,,,,2008,06,26,Vadim,Ashdod,,1.6,,,FALSE,,FALSE,Gambari,522,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
523,08,00,12,00,2008,06,27,Vadim,,,,,,FALSE,,FALSE,,523,,,,,,,,,,,,,,,,4,,2,,,,1,,,,,3,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
524,12,30,16,30,2008,06,27,Vadim,Ashdod,,3,,,FALSE,,FALSE,,524,,,,,,,,,,,,,,,,,1.5,1,,,,2,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
525,17,00,20,00,2008,06,27,Vadim,,,,,,FALSE,,FALSE,,525,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
526,,,,,2008,06,27,Vadim,Ashdod,,1.4,,,FALSE,,FALSE,Gambari,526,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
527,06,00,10,00,2008,06,28,Vadim,Ashdod N,,3.8,,,FALSE,,FALSE,,527,,,,,,,,,,,,,,,,,,1,,,,0.5,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
528,14,00,17,30,2008,06,28,Vadim,Ashdod N,,2.5,,,FALSE,,FALSE,,528,,,,,,,,,,,,,,,,2 M+2 S+,,3,,,,1.5,,,,,2,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
529,18,00,20,00,2008,06,28,Vadim,,,,,,FALSE,,FALSE,,529,,,,,,,1,,,,,,,,,,,2,,,,0.33,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
530,,,,,2008,06,28,Vadim,Ashdod N,,1.4,,,FALSE,,FALSE,Gambari,530,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
531,06,00,10,00,2008,06,29,Vadim,Ashdod N,,2.5,,,FALSE,,FALSE,,531,,,,,,,,,,,,,,,,2 S+,,2,,,,1,,,,,21,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
532,10,30,15,00,2008,06,29,Vadim,Ashdod N,,2.5,,,FALSE,,FALSE,,532,,,,,,,,,,1,,,,,,,,2,,,,2,,,,,10,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
533,15,30,19,30,2008,06,29,Vadim,,,,,,FALSE,,FALSE,,533,,,,,,,,,,,,,,,,,1,3,,,,1.5,,,,,11,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
534,,,,,2008,06,29,Vadim,,27.5,,,,FALSE,,FALSE,,534,,,,,,,,,,2,,,,,,,2,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
535,08,00,12,00,2008,06,30,Vadim,Ashdod S,,2.2,,,FALSE,,FALSE,,535,,,,,,,1,,,,1,,,,,,,,,1,1 L+,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
536,13,00,17,00,2008,06,30,Vadim,Ashdod S,,4,,,FALSE,,FALSE,,536,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1 S+,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
537,17,30,20,00,2008,06,30,Vadim,,,,,,FALSE,,FALSE,,537,,,,,,,,,,,1,,,,,,1,,,,,2,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
538,,,,,2008,06,30,Vadim,Ashdod S,,1.8,,,FALSE,,FALSE,,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,
539,06,30,10,30,2008,07,01,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,539,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,FALSE,,3,,,,,,,,FALSE,,,,,,,,
540,11,30,15,30,2008,07,01,Vadim,,,,,,FALSE,,FALSE,,540,,,,,,,,,,,2,,,,,,1,,,,,1,,,,,2,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
541,16,00,20,00,2008,07,01,Vadim,,,,,,FALSE,,FALSE,,541,,,,,,,,,,1 S+,1,,,,,,2,,,,,1,,,,,1,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
542,,,,,2008,07,01,Vadim,Ashdod,,1.8,,,FALSE,,FALSE,Gambari,542,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
543,08,30,11,30,2008,07,02,Levi,,,3.7,זרם דרומי חזק מאד,,FALSE,3.2,FALSE,,543,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,1 Ind,,,1,,,,,FALSE,,,,,,,,
544,12,00,15,00,2008,07,02,Levi,Rishon S,,3.6,,,FALSE,2.6,FALSE,,544,,,,,,,,,,,,1,,,,,,,,,,1 L+,,,,,1,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
545,16,00,18,00,2008,07,02,Levi,Ashdod N,,3.75,,,FALSE,,FALSE,,545,,,,,,,,,,,,0.75,,,,,,,,,,0.75,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
546,18,30,20,30,2008,07,02,Levi,Rishon S,,2.5,,,FALSE,,FALSE,,546,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
547,21,00,01,00,2008,07,02,Levi,Bat yam S,16.5,,,,FALSE,,FALSE,Gambari,547,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,1 Tuna Ind 6 Kg,,,,1,,,,,FALSE,,,,,1 Ind,,,
548,01,30,,,2008,07,02,Levi,Bat yam S,16.5,,,,FALSE,,FALSE,Gambari,548,,,,,,,1.5,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
549,06,00,09,30,2008,07,03,Levi,Bat yam N,,2.3,,,FALSE,,FALSE,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2 B+,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
550,10,15,13,30,2008,07,03,Levi,Gaash N,,3.2,,,FALSE,,FALSE,,550,,,,1,,,2.5 M+,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1 Ind,,,1,,,,,FALSE,,,,,,,,
551,14,00,15,30,2008,07,03,Levi,Gaash N,,2.8,,,FALSE,,FALSE,,551,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,2,,,FALSE,,2 Ind,,,1,,,,,FALSE,,,,,,,,
552,16,00,20,00,2008,07,03,Levi,Falick S,,3.2,,,FALSE,,FALSE,,552,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,TRUE,,,,,,,,
553,21,30,00,30,2008,07,03,Levi,Jaffa S,16.5,,,,FALSE,,FALSE,Gambari,553,,,,,,,1,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
554,01,00,04,00,2008,07,03,Levi,Jaffa S,16.5,,,,FALSE,,FALSE,Gambari,554,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
555,10,00,12,30,2008,07,04,Levi,Ashdod N,,2.2,,,FALSE,,FALSE,,555,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
556,13,00,16,00,2008,07,04,Levi,Rishon N,,2.5,,,FALSE,,FALSE,,556,,,,,,,1,,,,,,1,,,,,1 L+,1,,,,,,,,1,,,,0.5,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
557,16,30,20,00,2008,07,04,Levi,Reedeeng S,,2.6,,,FALSE,,FALSE,,557,,,,,,,3 M+,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
558,21,00,01,00,2008,07,04,Levi,Ashdod N,16.5,,,,FALSE,,FALSE,Gambari,558,,,,,,,1,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
559,01,30,05,00,2008,07,04,Levi,Jaffa S,16.5,,,,FALSE,,FALSE,Gambari,559,,,,,,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
560,05,30,09,00,2008,07,05,Levi,Bat yam N,16.5,2.6,,,FALSE,,FALSE,,560,,,,1 L+,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,TRUE,"1 כל מיני ספשלים (פרידות, לוקוסים),  הבן גוריון תואר כענק, והסולטן חול",,,,1,,,,,FALSE,,,,,,,,
561,17,00,20,30,2008,07,05,Levi,Falick S,19,,,,FALSE,,FALSE,,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
562,21,00,00,30,2008,07,05,Levi,Falick S,13,,,,FALSE,,FALSE,Gambari,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,אין גמברי,,,,3,,,,,FALSE,,,,,,,,
563,01,00,04,00,2008,07,05,Levi,Ashdod N,16.5,,,,FALSE,,FALSE,Gambari,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
564,14,45,18,15,2008,07,07,Levi,Ashdod N,,3.1,,,FALSE,,FALSE,,564,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,1 Ind,,,1,,,,,FALSE,,,,,,,,
565,18,45,21,15,2008,07,07,Levi,Jaffa N,,2.6,,,FALSE,,FALSE,,565,,,,,,,1,,,,,0.5,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
