Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Sardin_round,Shark
450,10,00,14,00,2009,05,2,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,450,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,2 L+,,,,,,,,1 S+2 L+,FALSE,,1 Ind L+,,,1,,,,,FALSE,,,,,,0.5,1,,,,
451,14,30,,,2009,05,02,Levi,Katza N,14,,,,FALSE,,FALSE,,451,,,,,,,,,,,,0.3,,,0.3,,,1,,,,,,,,,,,0.3,,,,,1,,2 L+,FALSE,,,,,,,,,,FALSE,,,,,,,2,,,,
452,21,00,04,00,2009,05,2,Levi,Ashdod N,,1.4,,,FALSE,,FALSE,Gambari,452,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
453,06,30,10,00,2009,05,03,Levi,Ashdod S,,2.2,,,FALSE,,FALSE,,453,,,,,,,,,,,,0.5,,,,,,0.5 L+,,,,0.5,4,,,,,0.5 L+,0.5,,,,,,,1 S+0.5 L+,FALSE,,,,,,,,,,FALSE,,,,,,,2,,,,
454,15,00,20,00,2009,05,03,Levi,Ashdod S,,3,,,FALSE,,FALSE,,454,,,,,,,,,,,,0.5,,,1,,,0.5,,,,1.5,,,,,,,,,,,,,,2,FALSE,,,,,,,,,,FALSE,,,,,,0.5,2,,,,
455,20,30,05,30,2009,05,03,Levi,Ashdod S,,14,,,FALSE,,FALSE,,455,,,,,2,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
456,06,00,09,00,2009,05,04,Levi,Ashkelon N,14,,,,FALSE,,FALSE,,456,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,1,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
457,09,30,13,00,2009,05,04,Levi,Ashdod S,12,,,,FALSE,,FALSE,,457,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,
458,13,30,17,00,2009,05,04,Levi,Katza N,16,,,,FALSE,,FALSE,,458,,,,,,,,,,,,,,,,,,0.5,,,,,11,,,,,,0.5,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
459,17,30,20,30,2009,05,04,Levi,Ashdod S,,2.2,,,FALSE,,FALSE,,459,,,,,,,,,,,,,,,,,,0.5 S+,,,,,,,,,,,0.5,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
460,22,00,05,30,2009,05,05,Vadim,Ashdod S,,1.4,,,FALSE,,FALSE,Gambari,460,,,,,,,,3,2 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
461,06,00,10,00,2009,05,06,Vadim,Ashdod S,,2.2,,,FALSE,,FALSE,,461,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
462,10,30,14,30,2009,05,06,Vadim,Ashdod S,,2,,,FALSE,,FALSE,,462,,,,,,,,,,1,,1,,,,,,,,,,1,2,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
463,15,00,19,30,2009,05,06,Vadim,Ashdod S,,2.6,,,FALSE,,FALSE,,463,,,,,,,,,,3,,,,,0.5,,1,,,,,,,,,,1,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
464,20,00,05,30,2009,05,06,Vadim,Ashdod S,,1.5,,,FALSE,,FALSE,,464,,,,,1,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
465,06,30,10,00,2009,05,07,Vadim,Ashdod S,,2,,,FALSE,,FALSE,,465,,,,,,,,,,1,,,2,,,,,,,,,1.5,,,,,1,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
466,11,00,15,00,2009,05,07,Vadim,Ashdod S,,2.8,,,FALSE,,FALSE,,466,,,,,,,,,,3,,,,,,,0.5,,,,,5,2,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
467,15,30,20,00,2009,05,07,Vadim,Ashdod N,,2.8,,,FALSE,,FALSE,,467,,,,,,,,,,3,,,,,,,,2,,,,3.5,,,,,1,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
468,21,00,03,30,2009,05,07,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,9,,,
469,07,00,11,00,2009,05,08,Vadim,Ashdod S,,2.9,,,FALSE,,FALSE,,469,,,,,,,,,,3,,,,,,,,1,,1,,4,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
470,11,30,15,30,2009,05,08,Vadim,Ashdod S,,2.9,,,FALSE,,FALSE,,470,,,,,,,,,,,,,,,,,,2,,,,3.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,4,,,
471,16,00,20,00,2009,05,08,Vadim,Ashdod S,,2.9,,,FALSE,,FALSE,,471,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,1,,,
472,21,00,05,30,2009,05,08,Vadim,Ashdod S,,1.6,,,FALSE,,FALSE,,472,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
473,06,30,10,30,2009,05,09,Vadim,Ashdod S,,2.8,,,FALSE,,FALSE,,473,,,,,,,,,,4,,,,,,,,1.5,,,,4.5,8,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
474,11,00,15,00,2009,05,09,Vadim,Ashdod S,,2.8,,,FALSE,,FALSE,,474,,,,,,,,,,2,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
475,15,30,19,30,2009,05,09,Vadim,Ashdod S,,2.8,,,FALSE,,FALSE,,475,,,,,,,,,,2,,,,,,,,2,,,,1,,,,,1,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
476,,,,,2009,05,09,Vadim,Ashdod S,12,,,,FALSE,,FALSE,,476,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
477,07,30,11,30,2009,05,10,Vadim,Ashdod S,,2.7,,,FALSE,,FALSE,,477,,,,,,,,,,3,,,,,,,,2,,,,4,3,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
478,12,00,15,30,2009,05,10,Vadim,Ashdod S,,2.9,,,FALSE,,FALSE,,478,,,,,,,,,,3,,,,,,,,2,,,,2,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
479,16,00,19,30,2009,05,10,Vadim,Ashdod S,,2.9,,,FALSE,,FALSE,,479,,,,,,,,,,,,,,,,,,2,,,,1.5,1,,,,,,,,,,,,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,2,,,
480,,,,,2009,05,10,Vadim,Ashdod S,12,,,,FALSE,,FALSE,,480,,,,,3,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
481,07,00,11,00,2009,05,11,Vadim,Ashdod S,,2.7,,,FALSE,,FALSE,,481,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,4,,,
482,11,30,15,00,2009,05,11,Vadim,Ashdod S,,2.7,,,FALSE,,FALSE,,482,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,2,,,
483,15,30,19,30,2009,05,11,Vadim,Ashdod S,,2.7,,,FALSE,,FALSE,,483,,,,,,,,,,,,1,,,,,,1,,,,0.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,2,,,
484,,,,,2009,05,11,Vadim,Ashdod S,12,,,,FALSE,,FALSE,,484,,,,,,,,,18 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
485,07,30,10,30,2009,05,12,Vadim,Ashdod S,,2.9,,,FALSE,,FALSE,,485,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,1,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,1,,,
486,11,30,15,00,2009,05,12,Vadim,Katza N,22,,,,FALSE,,FALSE,,486,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,4,,,
487,,,,,2009,05,12,Vadim,Ashdod S,12,,,,FALSE,,FALSE,,487,,,,,2,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
488,10,30,15,00,2009,05,20,Vadim,Ashdod N,,2.3,,,FALSE,,FALSE,,488,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
489,15,30,19,30,2009,05,20,Vadim,Ashdod N,27,,,,FALSE,,FALSE,,489,,,,,,,,,,,,2,,,,,,,,,,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,1,,,
490,21,30,05,00,2009,05,20,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,490,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,7,,,
491,06,30,11,00,2009,05,21,Vadim,Ashdod S,,1.8,,,FALSE,,FALSE,,491,,,,,,,,,,,,1,,,,,,1,,,,0.5,,,,,,,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
492,11,30,15,00,2009,05,21,Vadim,Ashdod S,,2.8,,,FALSE,,FALSE,,492,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,2,1,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
493,15,30,19,30,2009,05,21,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,493,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,3,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
494,21,30,0,30,2009,05,21,Vadim,Ashdod S,14,,,,FALSE,,FALSE,,494,,,,,,,,2,7 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
495,08,30,12,00,2009,05,22,Vadim,Ashdod N,,2.3,,,FALSE,,FALSE,,495,,,,,,,,,,,,1,,,,,,5,,,,1.5,,,,,4,,,,,,,,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
496,12,30,16,30,2009,05,22,Vadim,Ashdod N,,2.8,,,FALSE,,FALSE,,496,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,4,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
497,17,00,20,00,2009,05,22,Vadim,Ashdod N,,2.3,,,FALSE,,FALSE,,497,,,,,,,,,,,,,,,,,0.5,,,,,1,,,,,,,,,,,,,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,1,,,
498,21,00,05,00,2009,05,22,Vadim,Ashdod N,16,,,,FALSE,,FALSE,,498,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
499,06,30,11,00,2009,05,23,Vadim,Ashdod N,,2.3,,,FALSE,,FALSE,,499,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,0.5,,1,,,
500,12,30,16,00,2009,05,23,Vadim,Ashdod N,,2.5,,,FALSE,,FALSE,,500,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,1.5,,,
501,16,30,20,00,2009,05,23,Vadim,Ashdod N,,2.9,,,FALSE,,FALSE,,501,,,,,,,,,,,,1,,,,,,,,,,0.5,,,,,,,,,,,,,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,1,,,
502,21,00,05,00,2009,05,23,Vadim,Ashdod N,,1.8,,,FALSE,,FALSE,,502,,,,,,,,,18 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
503,06,30,11,00,2009,05,24,Vadim,Ashdod N,,2.9,,,FALSE,,FALSE,,503,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,2,,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,1,,,
504,11,30,15,30,2009,05,24,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,504,,,,,,,,,,,,0.5,,,,,,1,,,,,,,,,,1,,,,,,,,1.5,FALSE,,,,,,,,,,FALSE,,,,,,,,1,,,
505,16,00,20,00,2009,05,24,Vadim,Ashdod N,26,,,,FALSE,,FALSE,,505,,,,,,,,,,,,1,,,,,,,,,,0.5,,,,,,1,,,,,,,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
506,21,00,03,30,2009,05,24,Vadim,Ashdod N,,1.8,,,FALSE,,FALSE,,506,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
507,10,00,14,30,2009,05,25,Vadim,Ashdod S,,4.2,,,FALSE,,FALSE,,507,,,,,,,,,,1,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
508,15,00,19,30,2009,05,25,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,508,,,,,,,,,,,,0.5,,,,,,1,,,,1.5,,,,,,,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
509,,,,,2009,05,25,Vadim,Ashdod N,,1.8,,,FALSE,,FALSE,,509,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
510,06,00,10,30,2009,05,26,Vadim,Ashdod N,,2.5,,,FALSE,,FALSE,,510,,,,,,,,,,2,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
511,11,00,15,00,2009,05,26,Vadim,Jaffa N,,2.8,,,FALSE,,FALSE,,511,,,,,,,,,,4,,,,,,,,,,,,2,,,,,,1,,,,,,,,3,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
512,15,30,19,30,2009,05,26,Vadim,Falick S,,2.8,,,FALSE,,FALSE,,512,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,0.5,,,,,,,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
513,,,,,2009,05,26,Vadim,Ashdod N,,1.8,,,FALSE,,FALSE,,513,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
514,11,30,15,00,2009,05,27,Vadim,Palmachim N,,3.5,,,FALSE,,FALSE,,514,,,,,,,,,,1,,,,,,,,0.5,,,,1.5,,,,,,,,,,,,,,3,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
515,15,30,19,45,2009,05,27,Vadim,Jaffa N,,3.2,,,FALSE,,FALSE,,515,,,,,,,,,,1,,,,,,,,0.5,,,,1.5,,,,,,,,,,,,,,2,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
516,,,,,2009,05,27,Vadim,,,,,,FALSE,,FALSE,Gambari,516,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
517,,,,,2009,05,30,Levi,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,517,,,,,,,,1,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
518,06,30,08,30,2009,05,31,Levi,Palmachim S,,2.2,,,FALSE,,FALSE,,518,1,,,,,,,,,,,,,,,,,,,,,1 M+,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
519,12,30,16,00,2009,05,31,Levi,Ashdod S,,22,,,FALSE,,FALSE,,519,,,,,,,,,,,,,,,,1,,1,,1 Ind,,0.75,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
520,16,45,20,00,2009,05,31,Levi,Katza N,,2,,,FALSE,,FALSE,,520,,,,,,,,,,,,,,,,3,,1,,,,1,,,,,1,,,,,0.5,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,0.5,,,,,
521,21,00,,,2009,05,31,Levi,Ashdod N,,1.6,,,FALSE,,FALSE,,521,,,,,1,,,2,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
522,06,00,10,00,2009,06,01,Levi,Ashdod S,,2.2,,,FALSE,,FALSE,,522,,,,,,,,,,3,,0.5,,,,,,0.5,,,,1.5,,,,,,,,,,,,,,,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,
523,10,30,13,30,2009,06,01,Levi,Ashkelon N,,3,,,FALSE,,FALSE,,523,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
524,14,00,17,45,2009,06,01,Levi,Ashdod N,,2,,,FALSE,,FALSE,,524,,,,,,,,,,2 L+,,,,,,,,5,,,,3,2,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
525,18,15,21,15,2009,06,01,Levi,Ashdod S,,2.5,,,FALSE,,FALSE,,525,,,,,,,,,,1,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
526,07,45,12,00,2009,06,02,Levi,Ashdod N,,3.1,,,FALSE,,FALSE,,526,,,1 S+1 M+1 L+,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,FALSE,barbon levi isnit nemipterus?,,,,1,,,,,FALSE,,,,,,,,,,,
527,12,00,,,2009,06,02,Levi,Ashdod S,16,,,,FALSE,,FALSE,,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
528,17,00,21,00,2009,06,02,Levi,Ashkelon N,,2.8,,,FALSE,,FALSE,,528,,,3 M+,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,barbon levi is it nemipterus?,,,,2,,,,,FALSE,,,,,,,,,,,
529,21,30,04,00,2009,06,02,Levi,Ashdod N,,1.7,,,FALSE,,FALSE,,529,,,,,,,,2,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
530,11,00,15,00,2009,06,03,Levi,Nitanim S,,2.2,,,FALSE,,FALSE,,530,,,2,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,barbon levi is it it nemipterus?,,,,1,,,,,FALSE,,,,,,,,,,,
531,21,00,23,00,2009,06,03,Levi,Nitanim N,22,,,,FALSE,,FALSE,,531,,,4,,,,,,,,,1,,,,,,,,,,0.5,,,,,,,,,,,,,,,FALSE,barbon levi is it nemipterus?,,,,1,,,,,FALSE,,,,,,,,,,,
532,08,15,12,30,2009,06,06,Levi,Ashdod S,,2.2,,,FALSE,,FALSE,,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,
533,13,45,16,15,2009,06,06,Levi,Ashdod N,,2,,,FALSE,,FALSE,,533,1 B+,,,,,,,,,,,,,,,,,,,,,0.25,,,,,1,,,0.25,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
534,17,30,21,00,2009,06,06,Levi,Rishon S,,3.4,,,FALSE,,FALSE,,534,,,1,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,FALSE,barbon levi is it nemipterus?,,,,2,,,,,FALSE,,,,,,,,,,,
535,11,30,14,45,2009,06,07,Levi,Ashdod S,,1.4,,,FALSE,,FALSE,,535,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,0.5,,,0.5,,,,,,1.5+1 L+,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
536,15,30,18,30,2009,06,07,Levi,Katza N,16,,,,FALSE,,FALSE,,536,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,1,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
537,10,30,14,00,2009,07,29,Vadim,Ashdod S,27,,,,FALSE,,FALSE,,537,,,,,,,,,,,,,1,,,,3,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
538,15,00,18,30,2009,07,29,Vadim,Ashdod S,,4,,,FALSE,,FALSE,,538,,,,,,,,,,,,,1,,,,1.5,,,,2,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,2,,,
539,19,00,23,00,2009,07,29,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,539,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,8,,,
540,23,30,05,30,2009,07,29,Vadim,,,,,,FALSE,,FALSE,,540,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,6,,,
541,06,30,11,00,2009,07,30,Vadim,Ashdod N,,4,,,FALSE,,FALSE,,541,,,,,,,,,,,1,,,,,,2,,,,4,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
542,11,30,15,00,2009,07,30,Vadim,Ashdod S,,4,,,FALSE,,FALSE,,542,,,,,,,,,,,1,,1,,,,1,,,,8,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
543,16,00,19,30,2009,07,30,Vadim,Katza N,22,,,,FALSE,,FALSE,,543,,,,,,,,,,,,,,,,,3,2,,,4,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
544,,,,,2009,07,30,Vadim,Ashdod N,,1.8,,,FALSE,,FALSE,,544,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
545,09,30,13,00,2009,07,31,Vadim,Ashdod S,,1.4,,,FALSE,,FALSE,,545,,,,1,,,1,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
546,14,00,17,00,2009,07,31,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,546,,,,,,,,,,,1,,1,,,,1,,,,5,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
547,17,30,20,00,2009,07,31,Vadim,Ashdod N,,3,,,FALSE,,FALSE,,547,,,,,,,,,,,,,,,,,2,2,,,2.5,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,FALSE,,,,,,,,,,,
548,,,,,2009,07,31,Vadim,Ashdod N,,3,,,FALSE,,FALSE,Gambari,548,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
549,06,00,10,00,2009,08,01,Vadim,Ashdod S,26,,,,FALSE,,FALSE,,549,,,,,,,,,,,,,,,,,2,,,,3,0.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
550,11,00,14,30,2009,08,01,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,550,,,,,,,,,,,2,,,,,,1,,,,4,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,1,,,
551,15,00,19,30,2009,08,01,Vadim,Ashdod N,22,,,,FALSE,,FALSE,,551,,,,,,,,,,,1,,,,,,,,,,4,,8,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,2,,,
552,,,,,2009,08,01,Vadim,Ashdod N,,1.3,,,FALSE,,FALSE,Gambari,552,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
553,07,00,11,00,2009,08,02,Vadim,Ashdod S,,1.6,,,FALSE,,FALSE,,553,,,,1,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
554,11,30,15,00,2009,08,02,Vadim,Ashdod S,,4,,,FALSE,,FALSE,,554,,,,,,,,,,,2,,1,,,,,,,,6,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
555,15,30,19,30,2009,08,02,Vadim,Ashdod S,,4,,,FALSE,,FALSE,,555,,,,,,,,,,,1,,,,,,,2,,,8,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
556,,,,,2009,08,02,Vadim,Ashdod N,,1.2,,,FALSE,,FALSE,Gambari,556,,,,,,,,,20 Kg B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
557,09,00,12,30,2009,08,03,Vadim,Ashdod S,,4,,,FALSE,,FALSE,,557,,,,,,,,,,,1,,,,,,,,,,5,,2,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
558,13,00,16,00,2009,08,03,Vadim,Ashdod S,,4,,,FALSE,,FALSE,,558,,,,,,,,,,,1,,1,,,,,,,,5,,1,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
559,16,30,20,00,2009,08,03,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,559,,,,,,,,,,,,,1,,,,,,,,4,0.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
560,,,,,2009,08,03,Vadim,,,,,,FALSE,,FALSE,Gambari,560,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
