Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,box_only,night_drag_prawn,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Many Nasralas,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Gomber,Vak Vak,Shark,Pijama,Aras
183,6,0,10,15,2013,11,30,Doli,Ashdod N,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,1,,,,1,,1.5,1,,,,,,,,,,,1.5,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
193,17,30,23,30,2013,12,2,Levi,Ashdod N,13.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
198,0,30,5,30,2013,12,3,Levi,Ashdod N,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,,,,
258,9,0,12,30,2013,12,27,Doli,Ashdod N,,2.8,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,FALSE,TRUE,,,,,2,,,,,FALSE,,,,,,,,,,,,,,
276,1,0,,,2014,1,1,Levi,Ashdod N,,2.4,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,20 Kg M+,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
301,6,30,11,15,2014,2,17,Doli,Ashdod N,77.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.75,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
308,5,45,10,15,2014,2,19,Doli,Ashdod N,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
325,18,0,0,0,2014,2,27,Levi,Ashdod N,17,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,10 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
326,0,30,5,45,2014,2,27,Levi,Ashdod N,17,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,10 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
343,11,15,16,30,2014,3,5,Doli,Ashdod N,,2.4,,,FALSE,,FALSE,,FALSE,FALSE,,,,,0.5,,,,,,,,,,,,1,,,,,2 B+,2,,2,,,,,,,,,2,,,FALSE,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,,,,
346,7,0,10,45,2014,3,6,Doli,Ashdod N,,2.4,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
376,9,30,14,0,2014,3,23,Doli,Ashdod N,,3,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,1,,,0.5,,,,,,,1.5,1,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
378,19,0,23,45,2014,3,23,Doli,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,7 Kg,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,1,,,,,,,,,,,,
379,0,30,5,30,2014,3,23,Doli,Ashdod N,23,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
384,6,30,9,45,2014,3,25,Doli,Ashdod N,,2.75,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,,,,
389,13,15,18,30,2014,3,26,Doli,Ashdod N,45,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
409,13,45,18,30,2014,4,3,Levi,Ashdod N,185,,,,FALSE,,FALSE,,FALSE,FALSE,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,FALSE,FALSE, lefokus black,,,,,,1,,,FALSE,1 Ind,,,,,,,,,,,1 Ind,,
411,7,0,10,30,2014,4,4,Levi,Ashdod N,11.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,TRUE,FALSE,,,,,,,,,,FALSE,,,,,,0.5,,,,,,,0.5 L+,
415,2,0,6,0,2014,4,4,Levi,Ashdod N,9,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,,,,
416,7,0,12,0,2014,4,5,Levi,Ashdod N,15.5,2.4,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,1 B+,,,,,,,,,,,,,,TRUE,FALSE,?? ?Ÿ?Œ ????? ????,,,,2,,,,,FALSE,,,,,,,,,,,,,,
417,19,30,4,0,2014,4,5,Levi,Ashdod N,12.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,35 Kg,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,FALSE,FALSE,,,,,0.25,,,,,FALSE,,0.25,,,,,,,,,,,,
418,16,45,19,45,2014,4,6,Doli,Ashdod N,,2.7,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,0.5 M+0.5 S+0.5 L+,,,,,,,,,1,,,,,,,,,,2,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
421,6,45,10,15,2014,4,7,Doli,Ashdod N,,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,,,,
423,19,30,0,30,2014,4,7,Doli,Ashdod N,13,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,1.5,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
424,0,45,5,30,2014,4,7,Doli,Ashdod N,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,1,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
425,6,15,10,15,2014,4,8,Doli,Ashdod N,,1.8,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,,,,
426,19,30,3,45,2014,4,8,Doli,Ashdod N,13.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
435,7,15,10,30,2014,4,16,Levi,Ashdod N,,3.5,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,,,,
451,13,15,18,15,2014,4,22,Doli,Ashdod N,40,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
453,6,30,10,30,2014,4,23,Doli,Ashdod N,,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,2,,,,,TRUE,,,,,,,,,,,,,,
456,20,0,5,0,2014,4,23,Doli,Ashdod N,,1.4,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,23 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
459,19,15,0,15,2014,4,25,Doli,Ashdod N,13.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,2,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
460,0,45,5,45,2014,4,25,Doli,Ashdod N,16,1.8,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,8 Kg M+,,,1.5,,,,,,,,,,,,,,,,,,,,,,,1,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
461,6,15,9,0,2014,4,26,Doli,Ashdod N,,2.2,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
462,19,30,23,0,2014,4,26,Doli,Ashdod N,15.5,1.8,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,8 Kg M+,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
480,6,30,10,15,2014,5,1,Doli,Ashdod N,,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,1,,,,,,,,,,0.5,,,0.5,,0.5,,,,,,,,0.5,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
484,9,0,13,30,2014,5,2,Doli,Ashdod N,,3,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,,,0.5,,,,,0.5,1,,,,2,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
491,20,0,0,30,2014,5,4,Doli,Ashdod N,14.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,15 Kg,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,0.5,,,,,,,,
492,0,45,,,2014,5,4,Doli,Ashdod N,15,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,2,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
493,2,30,6,0,2014,5,6,Levi,Ashdod N,,1.6,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
519,12,15,15,30,2014,5,14,Doli,Ashdod N,,2.75,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,1,,,,,,,,,,1.5,,,,,4.5,0.5,,,,,,,,0.5,FALSE,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,,,,
524,9,30,14,0,2014,5,15,Doli,Ashdod N,,4,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,1,,2,,,,,,,1,,,1.5,1,,,,,,,,,,,,,,FALSE,FALSE,,,,,2.5,,,,,FALSE,,,,,,,,,,,,,,
525,14,15,19,30,2014,5,15,Doli,Ashdod N,,3,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,2,,,,,,,1,,,1.5,2,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
527,10,30,14,30,2014,5,16,Doli,Ashdod N,,3.5,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,2,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
528,15,0,19,30,2014,5,16,Doli,Ashdod N,17,,,,FALSE,,FALSE,,FALSE,FALSE,,,1 M+,,,,,,,,,1.5,,,,,,,,,,1,1,1,,,1,,,,,,,,0.5,,FALSE,FALSE,,1,,,1,,,,,FALSE,,,,,,,,,,,,,,
529,20,0,0,15,2014,5,16,Doli,Ashdod N,16.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,1.5,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
530,0,45,5,0,2014,5,16,Doli,Ashdod N,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,0.5,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,,,,
533,10,30,14,30,2014,5,17,Doli,Ashdod N,,2.4,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,0.5,,,,,,,,,,3.5,,,,,0.5,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
539,14,0,19,15,2014,5,18,Doli,Ashdod N,18,2.4,,,FALSE,,FALSE,,FALSE,FALSE,,,2,,,,,,,,,2,,,,,,,,,,7.5,,,,,7,,,,,,,,,1,FALSE,FALSE,,,,,2.5,,,,,FALSE,,,,,,,,,,,,,,
541,7,30,11,15,2014,5,19,Doli,Ashdod N,,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,1.5,,,,,,,,,,2,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
546,5,45,10,0,2014,5,20,Doli,Ashdod N,,2.4,,,FALSE,,FALSE,,FALSE,FALSE,,,0.75,,,,,,,,,2,,,,,,,0.75,,,2.5,2,,,,2,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,0.5,,,,0.5,,,,,,,,
547,10,30,15,45,2014,5,20,Doli,Ashdod N,,2.75,,,FALSE,,FALSE,,FALSE,FALSE,,,1.5,,,,,,,,,2,,,,,,,,,,2.5,,,,,2,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
548,15,15,19,0,2014,5,20,Doli,Ashdod N,,2.5,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,1.5,,,,,,,,,,1.5,,,,,3,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
571,6,0,10,15,2014,5,27,Doli,Ashdod N,,2,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,1.5,,,,,,,,,,1,,,,,0.5,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
572,10,45,14,30,2014,5,27,Doli,Ashdod N,,3,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,1,,1.5,,,,,,,,,,2,1 M+,,,,1,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
580,,,,,2014,5,30,Doli,Ashdod N,,1.8,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
582,16,0,19,45,2014,5,30,Doli,Ashdod N,,3,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,1,,2.5,,,,,,,,,,0.5,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
646,17,30,21,0,2014,7,22,Levi,Ashdod N,27,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,1 Ind L+,,,1,,,,,FALSE,,,,,,,,,,,,,,
668,10,0,13,30,2014,8,1,Levi,Ashdod N,23,2.2,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,0.5,,,,,,,,,1,,,,,,,,0.5,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
697,20,45,1,15,2014,8,12,Levi,Ashdod N,25,2.4,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,30 Kg M+,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
735,21,30,1,30,2014,8,27,Levi,Ashdod N,16,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,1,40 Kg B+ S+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
751,17,30,19,30,2014,9,3,levi,Ashdod N,,2.8,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
992,10,30,16,15,2014,12,9,Levi,Ashdod N,20,3.75,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,1,,,5,,,,,,,0.5,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
995,5,45,10,0,2014,12,10,Levi,Ashdod N,18,,whole in the net,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,1,,,,,,,,,,,,,2,,,,,,5,,,,,,2,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1008,12,15,17,0,2014,12,13,Levi,Ashdod N,18,2.75,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,1,,,,,,,,,3,1,,,,,5,,,,,,2,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1029,17,45,0,0,2014,12,19,Levi,Ashdod N,18,25.5,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,1,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1034,19,30,0,0,2014,12,20,Levi,Ashdod N,14,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,,,1,30 Kg S+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1109,7,30,0,30,2015,1,24,Levi,Ashdod N,80,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,0.33,,1,,,0.33,,,,,,,0.5 M+,,,0.33,,,,0.5,,,,,,,2 S+2 B+,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1112,0,45,,,2015,1,24,Levi,Ashdod N,20.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,1,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1149,8,30,14,0,2015,2,5,Michael,Ashdod N,31,,,,FALSE,,FALSE,,FALSE,FALSE,,,2,,,,,,,,,,,,0.5,,3.5,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1160,22,0,5,15,2015,2,14,Levi,Ashdod N,19.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,2,,0.5,,,,15 Kg S+,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1227,21,30,3,30,2015,3,8,Levi,Ashdod N,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,0.5,,1,,,,25 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,0.5,,,,,,,,
1228,18,30,0,0,2015,3,9,Levi,Ashdod N,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,1,28 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1229,0,30,6,30,2015,3,9,Levi,Ashdod N,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,1,22 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1231,0,0,4,15,2015,3,10,Levi,Ashdod N,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,1,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1232,18,15,0,15,2015,3,12,Michael,Ashdod N,18.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,20 Kg,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1233,0,45,5,30,2015,3,12,Michael,Ashdod N,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,3 Kg,,35 Kg,,,,18 Kg,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1240,18,15,0,15,2015,3,14,Michael,Ashdod N,18.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1.5,,,,25 Kg,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1241,0,30,17,30,2015,3,14,Michael,Ashdod N,17.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2.5,,,,23 Kg,,,,,,,,1,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1260,20,45,1,0,2015,3,20,Michael,Ashdod N,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,0.5,,,,7 Kg,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1382,11,0,15,45,2015,7,10,Michael,Ashdod N,23,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1417,21,15,1,15,2015,7,18,Levi,Ashdod N,17,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,0.5,,1 S+,1,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,0.5,,,,,,,,
1422,23,0,3,0,2015,7,19,Levi,Ashdod N,17,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,0.5 S+,,10 Kg,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1425,20,0,1,0,2015,7,21,Levi,Ashdod N,16.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,0.5 S+,,7 Kg L+,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,1,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,0.25,,,,,,,,
1426,1,30,5,30,2015,7,21,Levi,Ashdod N,18,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,0.5,5 Kg,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1501,21,30,1,30,2015,8,16,Michael,Ashdod N,19,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,3 Kg,,1,,,,12 Kg,,,,,,,,3 Kg,,,,,,,,,,,,,,,,,,2 Kg,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1549,3,15,21,30,2015,8,27,Levi,Ashdod N,,1.8,,,FALSE,,FALSE,,FALSE,TRUE,,,,,2 B+0.5 L+,,,1,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1568,1,45,6,15,2015,8,31,Michael,Ashdod N,19,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,3,1,,0.5,22 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,FALSE,FALSE,,,,,,,,,,FALSE,,2 Kg,,,,,,,,,,,,
1589,7,0,10,30,2015,9,6,Michael,Ashdod N,16,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,1.5 Kg,,,,,,2 Kg,,0.5,,,,,,3 Kg,,,,,,,,,,,,,,3,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1590,11,15,15,30,2015,9,6,Michael,Ashdod N,23,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,2.5,,,,,,2,,,,,,,,,,,1,,,1.5,,,,,1,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1626,21,30,1,15,2015,9,20,Michael,Ashdod N,23.25,,,,FALSE,,FALSE,,FALSE,FALSE,,,1.5,,1,,,,2 Kg L+,,,,,,,,1.5,,,,,,,,0.5,,,,,,1 Kg,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1668,7,30,12,30,2015,10,17,Levi,Ashdod N,32,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,1 S+1 M+,,,,,,,,FALSE,FALSE,0.5 san pedro,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
1703,10,15,14,15,2015,10,27,Levi,Ashdod N,42,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,0.25,,,1.5,,,,,,,,,,0.25,,2,1,1.5 M+,,,,,,,0.25,FALSE,FALSE,,,,,,,,,,FALSE,,0.25,,,,,,,,,,,,
1715,6,30,10,30,2015,10,30,Levi,Ashdod N,16,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,1,,,,,,,0.5,0.25,,1,,,1 S+,,,0.25,0.25,,,,,,,,0.25,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
1717,16,30,19,30,2015,10,30,Levi,Ashdod N,22,3,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,1,5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
